2.179364433338403240e-01,2.397197628038323647e-01,2.309977589113260121e-01,2.195281936947187373e-01,2.205350898490111566e-01,2.142795485131986921e-01,2.185426362401257927e-01,2.138060541945097925e-01,2.213892988204826384e-01,2.180291212855265948e-01,2.328977390133989134e-01,2.479954829754965617e-01,2.180836340446952737e-01
2.449615980119715097e-01,2.611669371076218993e-01,2.515592360331856403e-01,2.414339438912482538e-01,2.429339428467148509e-01,2.398144012187726215e-01,2.431263839119696402e-01,2.396660329869490791e-01,2.433845641687606698e-01,2.406342327373285350e-01,2.536766484632218543e-01,2.726155571849728787e-01,2.439584079712060483e-01
2.561477638211521746e-01,2.644792355319348087e-01,2.613107690356603618e-01,2.458486588260275219e-01,2.509634569879352073e-01,2.478505576409120725e-01,2.533492697321639842e-01,2.484061404010959040e-01,2.502754747725520201e-01,2.465913145475510104e-01,2.618131312750980322e-01,2.825362993361885677e-01,2.532201791857913165e-01
2.564760966813303678e-01,2.565095759109068396e-01,2.634407175221911701e-01,2.391276660686217082e-01,2.443023042248354815e-01,2.357627560077237561e-01,2.424571656699886224e-01,2.366291982920729342e-01,2.427496933281859948e-01,2.406871154359160325e-01,2.626644827396286130e-01,2.779823362133983511e-01,2.533005892015249838e-01
2.425210286154942385e-01,2.343109320505014359e-01,2.498097503122463370e-01,2.200089017658131418e-01,2.251916264158498882e-01,2.119498235804503083e-01,2.191055899325454748e-01,2.127452479791902828e-01,2.232871738279821050e-01,2.219696690714323684e-01,2.481685421174446571e-01,2.596823365227564628e-01,2.388377596092516875e-01
2.029540092299494947e-01,1.940716738489430548e-01,2.114799079756865541e-01,1.814355188791726692e-01,1.849917848447559521e-01,1.691810149327607204e-01,1.741546716125997041e-01,1.697438141325792182e-01,1.831349586603637503e-01,1.833959026856278041e-01,2.100286219880652949e-01,2.238116345170114707e-01,1.995162420621742205e-01
1.664344337456922784e-01,1.561784981175051989e-01,1.723244203368817506e-01,1.395742725899228320e-01,1.472069703543765762e-01,1.301147718937850917e-01,1.359548968906554578e-01,1.301236316463956488e-01,1.457213609704902380e-01,1.411777596397969237e-01,1.712574636135516526e-01,1.894147220132106624e-01,1.634796603092611988e-01
2.029540092299481624e-01,1.940716738489441096e-01,2.114799079756864708e-01,1.814355188791726969e-01,1.849917848447557023e-01,1.691810149327599988e-01,1.741546716126029515e-01,1.697438141325784688e-01,1.831349586603651936e-01,1.833959026856303021e-01,2.100286219880636296e-01,2.238116345170111654e-01,1.995162420621738597e-01
2.425210286154928785e-01,2.343109320505009918e-01,2.498097503122476970e-01,2.200089017658134194e-01,2.251916264158514147e-01,2.119498235804481157e-01,2.191055899325389522e-01,2.127452479791877293e-01,2.232871738279762763e-01,2.219696690714307308e-01,2.481685421174361084e-01,2.596823365227592384e-01,2.388377596092531030e-01
2.564760966813296461e-01,2.565095759109055629e-01,2.634407175221941122e-01,2.391276660686266209e-01,2.443023042248382570e-01,2.357627560077327211e-01,2.424571656699800459e-01,2.366291982920750159e-01,2.427496933281834968e-01,2.406871154359139509e-01,2.626644827396236725e-01,2.779823362134037912e-01,2.533005892015278149e-01
2.561477638211535623e-01,2.644792355319305899e-01,2.613107690356616941e-01,2.458486588260262451e-01,2.509634569879343746e-01,2.478505576409075761e-01,2.533492697321617637e-01,2.484061404010967367e-01,2.502754747725493556e-01,2.465913145475536750e-01,2.618131312750980877e-01,2.825362993361895114e-01,2.532201791857896511e-01
2.449615980119705383e-01,2.611669371076209001e-01,2.515592360331881383e-01,2.414339438912408431e-01,2.429339428467046647e-01,2.398144012187832241e-01,2.431263839119717218e-01,2.396660329869472750e-01,2.433845641687580608e-01,2.406342327373273693e-01,2.536766484632302920e-01,2.726155571849740444e-01,2.439584079712018572e-01
2.179364433338389917e-01,2.397197628038317263e-01,2.309977589113218488e-01,2.195281936947157397e-01,2.205350898490092137e-01,2.142795485131930855e-01,2.185426362401222400e-01,2.138060541945129567e-01,2.213892988204667067e-01,2.180291212855380856e-01,2.328977390133872283e-01,2.479954829754968393e-01,2.180836340446971611e-01
