4.955001675511319648e-02,4.702627288179037773e-02,4.885771933333428463e-02,4.955893242877616733e-02,5.035985498045790487e-02,4.506274799929162189e-02,4.294826990764406133e-02,4.832867573039120040e-02,5.052791228064183737e-02,4.505132388328330489e-02,4.351593315129914652e-02,4.864773016676644801e-02,4.945027239046463630e-02,4.511156823169121255e-02,4.524231180632799082e-02,4.940584809968420060e-02,4.861097633497830223e-02,4.499213213499441560e-02,4.667025653858268563e-02,4.957523668889881469e-02,4.715020453475628204e-02,4.507482120946883913e-02,4.813820507505233576e-02,4.927412610652946723e-02,4.584029941609812919e-02,4.539430111887112623e-02,4.905109596648503378e-02,4.853717562241723765e-02,4.427770852576440319e-02,4.532756308448315785e-02,4.995869027504869914e-02,4.820281450321966393e-02,4.355880959345007769e-02,4.535221988075276850e-02,4.994656778377576378e-02,4.940211692225940365e-02,4.826780979108876574e-02,4.683415206632206979e-02,5.000000000000000278e-02
4.888349364621971671e-02,4.793785788539840081e-02,5.007501412131136476e-02,5.038354425683506943e-02,5.045564509243863349e-02,4.758036621234352365e-02,4.394973604549011481e-02,4.583340110236774206e-02,4.993337565058166699e-02,4.680821385895352071e-02,4.353722838407211165e-02,4.630543089196284545e-02,4.826754198789789951e-02,4.636966458283756087e-02,4.490410205949744993e-02,4.749672296248870496e-02,4.730483951155252387e-02,4.423773633880262457e-02,4.621846792173039953e-02,4.766634574083390696e-02,4.583680508898003991e-02,4.438492640433427255e-02,4.798680765913788254e-02,4.733898972378156045e-02,4.496422282561544220e-02,4.624542339577154132e-02,4.851921235136750360e-02,4.613086117652998031e-02,4.348727885751681871e-02,4.659590400109327873e-02,4.965425464843589015e-02,4.549878931691681005e-02,4.422710681224788914e-02,4.720074509562469101e-02,5.040528236435362630e-02,4.983960760522175570e-02,4.997000076773203819e-02,4.763845014878192313e-02,5.000000000000000278e-02
4.886663191109687221e-02,4.952815592380846454e-02,5.074154713985049719e-02,5.166667108775763184e-02,5.036256517578321240e-02,4.958482209773351634e-02,4.722942757648097151e-02,4.642487827289789454e-02,4.726214908368310541e-02,4.837679325953838511e-02,4.517427850889184360e-02,4.638003939621496152e-02,4.553869017423876897e-02,4.723644529582071011e-02,4.548389410641464486e-02,4.670547475701797291e-02,4.560965604234355070e-02,4.541383414910783040e-02,4.629180044857662130e-02,4.690612520310246530e-02,4.492922080217947450e-02,4.547640648604730357e-02,4.731208087543162938e-02,4.675186789022703349e-02,4.453233942719085625e-02,4.706347054029078047e-02,4.686114252328461849e-02,4.612325205031985592e-02,4.367550842794197530e-02,4.759150772753815983e-02,4.775449734061220503e-02,4.584473651059670085e-02,4.619797728851644109e-02,4.767933062044470843e-02,5.096972514153796235e-02,5.070900358460488783e-02,5.087364446837130266e-02,4.820404055665492710e-02,5.000000000000000278e-02
4.883032692725201851e-02,4.971729615065583613e-02,5.094666501985332940e-02,5.183969487904400292e-02,5.048178874249008991e-02,4.884325803646057812e-02,4.790147592441337115e-02,4.806694889956127092e-02,4.548593202291578014e-02,4.646614997690733107e-02,4.645022194630733792e-02,4.728032566549785626e-02,4.408610956678030157e-02,4.581265873801508570e-02,4.617684183675351689e-02,4.681451231488002046e-02,4.490865669858802589e-02,4.669655318494556062e-02,4.636680002913637355e-02,4.713114772465355762e-02,4.476560618666956815e-02,4.655288325208954692e-02,4.664425345338204382e-02,4.694962099477429512e-02,4.453166883261257258e-02,4.604586407940167853e-02,4.565090923525242511e-02,4.720349520769444307e-02,4.448264216841314039e-02,4.615417028629292817e-02,4.637821595236367445e-02,4.757688081272058722e-02,4.629380350247422338e-02,4.709143245900178354e-02,5.145491096214985932e-02,5.093110674641796592e-02,5.124307000865801348e-02,4.854280956934060864e-02,5.000000000000000278e-02
4.892310511776753329e-02,5.008558024758995308e-02,5.006456740099868297e-02,5.129240909151284306e-02,5.071495141118279731e-02,5.012402353241977859e-02,4.829145345261461747e-02,4.734108092072830676e-02,4.611894257979808759e-02,4.746029721467336093e-02,4.764732828823944888e-02,4.676351518215967479e-02,4.535422608014202245e-02,4.680048827393482047e-02,4.755520510127912021e-02,4.659028860095975472e-02,4.658498088844271329e-02,4.956545034145670714e-02,4.777808513680078389e-02,4.671377235340003903e-02,4.641188452469186682e-02,4.949640196369885226e-02,4.767993827112120692e-02,4.678183354837028851e-02,4.605607762519451504e-02,4.759607958192624971e-02,4.658162968566852830e-02,4.714866843878073172e-02,4.631153535738623261e-02,4.746380992372325330e-02,4.742682992387681207e-02,4.711719864764317423e-02,4.772703805023878476e-02,4.861251478372039664e-02,5.209556993375676764e-02,5.018832929831017892e-02,5.083749002614884605e-02,4.876196456224390213e-02,5.000000000000000278e-02
4.898200970254446007e-02,4.909384648401522028e-02,5.056189710133434517e-02,5.070272594976269614e-02,5.292903875498405908e-02,4.898809735847113600e-02,5.052624085731957648e-02,4.661467807860109058e-02,4.992975049000007021e-02,4.721065749939180878e-02,4.973033048557774782e-02,4.576512400488441656e-02,5.081761971978709241e-02,4.693003070958193246e-02,4.949583499782844037e-02,4.662851309621811324e-02,5.094862826594229177e-02,4.843543281024861868e-02,5.025680888988373618e-02,4.702736796121498308e-02,5.096273894208894206e-02,4.814739821531502373e-02,5.009950471796183885e-02,4.696090026386252891e-02,5.011929826483966371e-02,4.704339470040686672e-02,5.008517486318708051e-02,4.634580172608985388e-02,5.070032482723893508e-02,4.701511853387076167e-02,4.992116304142914240e-02,4.661843008012390294e-02,5.203296064660774267e-02,4.865361870888466195e-02,5.329381065681407237e-02,4.968973533206418741e-02,5.176910034161209817e-02,4.882210808216223830e-02,5.000000000000000278e-02
4.952296146023928147e-02,4.840168119654913309e-02,5.040368805910040717e-02,5.021446396901224629e-02,5.595433928006038338e-02,4.894198529750944104e-02,5.055867014897465900e-02,4.600647145169352303e-02,5.250555302789042950e-02,4.724949834740567456e-02,4.947776031190768281e-02,4.442521807169947518e-02,5.307807315348295196e-02,4.685086776188838315e-02,4.901053250501015424e-02,4.662209170022971888e-02,5.302539765058006394e-02,4.577846390011048455e-02,4.954341156792531342e-02,4.676919337188688991e-02,5.303982146679267484e-02,4.560716233247898849e-02,4.991889253206420463e-02,4.655413516429276338e-02,5.238157905353708205e-02,4.636232850958673518e-02,5.005485817139099930e-02,4.461178281277009688e-02,5.293074765892318012e-02,4.671124572828707494e-02,4.936846955844586410e-02,4.595427353322707742e-02,5.342272532225218751e-02,4.880731864539174236e-02,5.387848580543664473e-02,4.960686366480646092e-02,5.155993603276112780e-02,4.875132179351117367e-02,5.000000000000000278e-02
4.953079143619084496e-02,4.844889936134248037e-02,5.035141657557987843e-02,4.999185832510669170e-02,5.572230274634082381e-02,4.903664875720670918e-02,5.080929538021662639e-02,4.582791177731068699e-02,5.250020712786044458e-02,4.682508928635209511e-02,4.978572445832087773e-02,4.460211751840706396e-02,5.209292818409567288e-02,4.565743655409999074e-02,4.887511012362611568e-02,4.544781249378472554e-02,5.261002704962303156e-02,4.495236198305492537e-02,4.913216423934167743e-02,4.521879408045244297e-02,5.216594851504787606e-02,4.495028577792480051e-02,5.007083218903756600e-02,4.525567088570350144e-02,5.192434955832672672e-02,4.556555602904815289e-02,4.988730369231540035e-02,4.451332912131263086e-02,5.290419549531539395e-02,4.652096518465274194e-02,4.976931035999182518e-02,4.573463089983195728e-02,5.305204795044102944e-02,4.895676495501471298e-02,5.407639370983362281e-02,4.979339756572034870e-02,5.142658174146524930e-02,4.878902599801204776e-02,5.000000000000000278e-02
4.955764650843736546e-02,4.912131178929641379e-02,5.045007549406443220e-02,4.966453242107399940e-02,5.500695589373685856e-02,5.015896565744230179e-02,5.231245964386310038e-02,4.578516044107974053e-02,5.311302838838306145e-02,4.701785436507816690e-02,5.048158951028272612e-02,4.497402319448405572e-02,5.259621454369656918e-02,4.491497859001255394e-02,4.933608434114079150e-02,4.448188146551303179e-02,5.263760547102894205e-02,4.590795341322046613e-02,4.947217010181670371e-02,4.414667786044192133e-02,5.216725631690460191e-02,4.592956532441801187e-02,5.042755629020684305e-02,4.455778446692684053e-02,5.274689811159027908e-02,4.492703559265926599e-02,5.081123400809287732e-02,4.492272935810206341e-02,5.375877698511220132e-02,4.672089111046369425e-02,5.084497159147444156e-02,4.561437407303747804e-02,5.385626416101450820e-02,5.025422506058311450e-02,5.358506540690045200e-02,4.961349180687602001e-02,5.145071846220473227e-02,4.953686777317988649e-02,5.000000000000000278e-02
4.958287307992281789e-02,4.991154902657293779e-02,5.093297811886060567e-02,4.886133543869281004e-02,5.497077648033910774e-02,4.931264786339869394e-02,5.373180211596134681e-02,4.578235745579581351e-02,5.491839524133922817e-02,4.587086316219306931e-02,5.117804421328980141e-02,4.487323937871696283e-02,5.407383863899899168e-02,4.478749878494289044e-02,5.076096520780359889e-02,4.431640726608671033e-02,5.390390022460812836e-02,4.654771834323671864e-02,5.104105995376393562e-02,4.423050071538306427e-02,5.360757150463032333e-02,4.658268768960033973e-02,5.168693576086295233e-02,4.456678710900210255e-02,5.441644624454169965e-02,4.496628209510187407e-02,5.235335180967144730e-02,4.487425858606196305e-02,5.485682601873902164e-02,4.583667469472623573e-02,5.265061167050325702e-02,4.553896758894274838e-02,5.544794293821823233e-02,4.950007755606922188e-02,5.392476506221848681e-02,4.902765410935207291e-02,5.186262472586181116e-02,5.036251771055325066e-02,5.000000000000000278e-02
